5747,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,1/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5748,false,{},false
5749,false,{},false
5750,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,-1/1,0/1,-1/1},{0/1,-1/1,-1/1,-1/1,-1/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1}},false
5751,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,1/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1}},false
5752,false,{},false
5753,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5754,false,{},false
5755,false,{},false
5756,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5757,false,{},false
5758,false,{},false
5759,false,{},false
5760,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,1/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5761,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
5762,false,{},false
5763,false,{},false
5764,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5765,false,{},false
5766,false,{},false
5767,false,{},false
5768,true,{{-1/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5769,false,{},false
5770,false,{},false
5771,true,{{-1/1,-1/1,0/1,-1/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1}},false
5772,false,{},false
5773,false,{},false
5774,false,{},false
5775,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{-1/1,-1/1,0/1,-1/1,-1/1,-1/1}},false
5776,false,{},false
5777,false,{},false
5778,true,{{-1/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1}},false
5779,false,{},false
5780,false,{},false
5781,false,{},false
5782,true,{{-1/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5783,false,{},false
5784,false,{},false
5785,false,{},false
5786,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{-1/1,-1/1,0/1,-1/1,0/1,-1/1}},false
5787,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{-1/1,-1/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5788,false,{},false
5789,false,{},false
5790,false,{},false
5791,false,{},false
5792,false,{},false
5793,false,{},false
5794,false,{},false
5795,false,{},false
5796,false,{},false
5797,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,-1/1}},false
5798,false,{},false
5799,false,{},false
5800,false,{},false
5801,false,{},false
5802,false,{},false
5803,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5804,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5805,false,{},false
5806,false,{},false
5807,false,{},false
5808,false,{},false
5809,false,{},false
5810,false,{},false
5811,false,{},false
5812,false,{},false
5813,true,{{-1/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1}},false
5814,false,{},false
5815,false,{},false
5816,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5817,false,{},false
5818,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5819,false,{},false
5820,false,{},false
5821,false,{},false
5822,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5823,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5824,true,{{-1/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5825,false,{},false
5826,false,{},false
5827,false,{},false
5828,true,{{-1/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5829,false,{},false
5830,false,{},false
5831,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{-1/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5832,false,{},false
5833,false,{},false
5834,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{-1/1,-1/1,0/1,1/1,-1/1,-1/1},{-1/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5835,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{-1/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{-1/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5836,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5837,false,{},false
5838,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5839,false,{},false
5840,false,{},false
5841,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5842,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5843,false,{},false
5844,false,{},false
5845,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5846,false,{},false
5847,false,{},false
5848,false,{},false
5849,false,{},false
5850,false,{},false
5851,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5852,false,{},false
5853,false,{},false
5854,false,{},false
5855,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5856,false,{},false
5857,false,{},false
5858,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
5859,false,{},false
5860,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5861,false,{},false
5862,false,{},false
5863,false,{},false
5864,false,{},false
5865,false,{},false
5866,true,{{-1/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5867,false,{},false
5868,false,{},false
5869,false,{},false
5870,false,{},false
5871,false,{},false
5872,true,{{-1/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1}},false
5873,false,{},false
5874,false,{},false
5875,false,{},false
5876,false,{},false
5877,false,{},false
5878,false,{},false
5879,false,{},false
5880,false,{},false
5881,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5882,false,{},false
5883,false,{},false
5884,false,{},false
5885,false,{},false
5886,true,{{-1/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,-1/1}},false
5887,false,{},false
5888,true,{{-1/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5889,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5890,false,{},false
5891,false,{},false
5892,false,{},false
5893,false,{},false
5894,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
5895,false,{},false
5896,false,{},false
5897,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5898,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
5899,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5900,false,{},false
5901,false,{},false
5902,false,{},false
5903,false,{},false
5904,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
5905,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
5906,false,{},false
5907,false,{},false
5908,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
5909,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5910,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
5911,false,{},false
5912,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5913,false,{},false
5914,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{-1/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5915,false,{},false
5916,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
5917,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5918,true,{{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{-1/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5919,false,{},false
5920,false,{},false
5921,false,{},false
5922,false,{},false
5923,false,{},false
5924,false,{},false
5925,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5926,false,{},false
5927,false,{},false
5928,false,{},false
5929,false,{},false
5930,false,{},false
5931,false,{},false
5932,false,{},false
5933,false,{},false
5934,false,{},false
5935,false,{},false
5936,false,{},false
5937,false,{},false
5938,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
5939,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5940,false,{},false
5941,false,{},false
5942,false,{},false
5943,false,{},false
5944,false,{},false
5945,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5946,false,{},false
5947,false,{},false
5948,false,{},false
5949,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5950,false,{},false
5951,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5952,false,{},false
5953,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
5954,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,0/1,-1/1}},false
5955,false,{},false
5956,false,{},false
5957,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5958,false,{},false
5959,false,{},false
5960,false,{},false
5961,false,{},false
5962,false,{},false
5963,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
5964,false,{},false
5965,false,{},false
5966,false,{},false
5967,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{-1/1,-1/1,-1/1,-1/1,-1/1,-1/1},{-1/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,-1/1,0/1,-1/1}},false
5968,false,{},false
5969,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,1/1,-1/1,-1/1},{-1/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
5970,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,1/1,-1/1,-1/1},{-1/1,-1/1,-1/1,0/1,-1/1,-1/1},{-1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,0/1,-1/1}},false
5971,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
5972,false,{},false
5973,false,{},false
5974,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
5975,false,{},false
5976,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1}},false
5977,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
5978,false,{},false
5979,false,{},false
5980,false,{},false
