620,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
621,false,{},false
622,false,{},false
623,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
624,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
625,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
626,false,{},false
627,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
628,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
629,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
630,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
631,true,{{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,0/1,-1/1,-1/1}},false
632,false,{},false
633,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
634,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
635,true,{{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,0/1,0/1,-1/1}},false
636,false,{},false
637,false,{},false
638,false,{},false
639,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
640,true,{{0/1,-1/1,1/1,0/1,-1/1},{-1/1,-1/1,0/1,1/1,-1/1},{-1/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
641,false,{},false
642,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
643,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
644,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-2/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1}},false
645,true,{{-1/1,0/1,0/1,0/1,-2/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
646,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
647,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
648,false,{},false
649,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
650,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
651,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
652,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
653,false,{},false
654,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
655,false,{},false
656,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
657,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1}},false
658,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
659,false,{},false
660,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
661,false,{},false
662,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
663,false,{},false
664,false,{},false
665,false,{},false
666,false,{},false
667,false,{},false
668,false,{},false
669,false,{},false
670,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
671,false,{},false
672,false,{},false
673,false,{},false
674,false,{},false
675,false,{},false
676,false,{},false
677,false,{},false
678,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},true
679,false,{},false
680,false,{},false
681,false,{},false
682,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
683,false,{},false
684,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
685,false,{},false
686,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
687,false,{},false
688,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
689,false,{},false
690,false,{},false
691,false,{},false
692,false,{},false
693,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
694,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
695,false,{},false
696,true,{{0/1,-1/1,1/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1},{-1/1,-1/1,0/1,-1/1,0/1},{-1/1,-1/1,0/1,-1/1,-1/1}},false
697,false,{},false
698,false,{},false
699,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
700,false,{},false
701,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1}},false
702,false,{},false
703,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
704,false,{},false
705,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
706,false,{},false
707,false,{},false
708,false,{},false
709,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
710,false,{},false
711,false,{},false
712,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1}},false
713,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
714,false,{},false
715,false,{},false
716,false,{},false
717,false,{},false
718,false,{},false
719,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
720,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
721,false,{},false
722,false,{},false
723,false,{},false
724,false,{},false
725,false,{},false
726,true,{{0/1,-1/1,0/1,0/1,0/1},{-1/1,0/1,1/1,-1/1,-1/1},{-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
727,true,{{-1/1,1/1,0/1,-1/1,-1/1},{-1/1,0/1,1/1,-1/1,-1/1},{-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
728,true,{{0/1,1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,-1/1,-1/1},{-1/1,0/1,0/1,-2/1,-2/1},{0/1,0/1,0/1,-1/1,-1/1},{-1/1,0/1,0/1,-1/1,-2/1}},false
729,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-2/1,-1/1}},false
730,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
731,false,{},false
732,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
733,false,{},false
734,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1}},false
735,false,{},false
736,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,-1/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1}},false
737,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1}},false
738,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
739,false,{},false
740,false,{},false
741,false,{},false
742,true,{{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1}},false
743,false,{},false
744,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
745,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
746,false,{},false
747,false,{},false
748,false,{},false
749,false,{},false
750,false,{},false
751,true,{{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,-1/1,-1/1,-1/1},{-1/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,-1/1,0/1,-1/1}},false
752,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
753,false,{},false
754,false,{},false
755,false,{},false
756,true,{{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-2/1,-1/1}},false
757,true,{{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-2/1,0/1},{-1/1,0/1,0/1,-2/1,-1/1}},false
758,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,-1/1}},false
759,true,{{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1}},false
760,false,{},false
761,true,{{0/1,1/1,0/1,-1/1,-1/1},{-1/1,0/1,1/1,-1/1,-1/1},{-1/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
762,false,{},false
763,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,-1/1,-1/1},{0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
764,false,{},false
765,true,{{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{-1/1,0/1,0/1,1/1,-1/1},{-2/1,0/1,0/1,0/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1}},false
766,false,{},false
767,false,{},false
768,false,{},false
769,true,{{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1}},false
770,true,{{-1/1,1/1,0/1,0/1,-1/1},{-1/1,0/1,1/1,-1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1}},false
771,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
772,false,{},false
773,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
774,false,{},false
775,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
776,false,{},false
777,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},true
778,false,{},false
779,false,{},false
780,true,{{-1/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
781,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
782,false,{},false
783,false,{},false
784,false,{},false
785,false,{},false
786,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
787,true,{{-1/1,0/1,0/1,-2/1,-1/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
788,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
789,true,{{-1/1,0/1,0/1,-1/1,-1/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
790,false,{},false
791,true,{{-1/1,0/1,0/1,0/1,-1/1},{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
792,false,{},false
793,false,{},false
794,true,{{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
795,true,{{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1}},false
796,false,{},false
797,true,{{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
798,true,{{-1/1,-1/1,0/1,0/1,-1/1},{-1/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
799,true,{{0/1,-1/1,0/1,0/1,0/1},{-1/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
800,false,{},false
801,true,{{-1/1,1/1,0/1,0/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
802,true,{{-1/1,1/1,0/1,0/1,-1/1},{-1/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
803,true,{{-1/1,0/1,0/1,0/1,-2/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
804,false,{},false
805,true,{{-1/1,0/1,-1/1,0/1,-1/1},{0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
806,true,{{-1/1,0/1,0/1,0/1,-3/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
807,true,{{-1/1,0/1,0/1,0/1,-2/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
808,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
809,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
810,false,{},false
811,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
812,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
813,false,{},false
814,false,{},false
815,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,-2/1},{0/1,0/1,0/1,0/1,-1/1}},false
816,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
817,false,{},false
818,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
819,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
820,true,{{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-1/1,-1/1}},false
821,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
822,false,{},false
823,true,{{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{-1/1,0/1,0/1,1/1,-1/1},{-1/1,0/1,0/1,0/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
824,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
825,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,-1/1},{0/1,0/1,0/1,1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
826,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1},{0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1}},false
827,true,{{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{-1/1,0/1,0/1,0/1,0/1},{-1/1,0/1,0/1,0/1,-1/1}},false
828,true,{{0/1,1/1,0/1,-1/1,0/1},{0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,-2/1,0/1},{-1/1,0/1,0/1,-2/1,-1/1}},false
829,true,{{1/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1},{0/1,0/1,0/1,0/1,-1/1}},false
